v8-version,8,5,210,20,0
code-creation,Builtin,3,6089,0x10982cc00,1100,DataViewPrototypeSetInt8
code-creation,Builtin,3,6094,0x10982d060,1224,DataViewPrototypeSetUint16
code-creation,Builtin,3,6100,0x10982d540,1224,DataViewPrototypeSetInt16
code-creation,Builtin,3,6106,0x10982da20,1264,DataViewPrototypeSetUint32
code-creation,Builtin,3,6118,0x10982df20,1264,DataViewPrototypeSetInt32
code-creation,Builtin,3,6124,0x10982e420,1228,DataViewPrototypeSetFloat32
code-creation,Builtin,3,6130,0x10982e900,1292,DataViewPrototypeSetFloat64
code-creation,Builtin,3,6136,0x10982ee20,1070,DataViewPrototypeSetBigUint64
code-creation,Builtin,3,6142,0x10982f260,1070,DataViewPrototypeSetBigInt64
code-creation,Builtin,3,6148,0x10982f6a0,832,FinalizationRegistryPrototypeCleanupSome
code-creation,Builtin,3,6154,0x10982fa00,379,FunctionPrototypeHasInstance
code-creation,Builtin,3,6160,0x10982fb80,1072,FastFunctionPrototypeBind
code-creation,Builtin,3,6166,0x10982ffc0,96,IncBlockCounter
code-creation,Builtin,3,6171,0x109830040,281,GetTemplateObject
code-creation,Builtin,3,6176,0x109830160,175,GetIteratorWithFeedback
code-creation,Builtin,3,6182,0x109830220,665,CallIteratorWithFeedback
code-creation,Builtin,3,6187,0x1098304c0,331,MathAbs
code-creation,Builtin,3,6192,0x109830620,475,MathCeil
code-creation,Builtin,3,6197,0x109830800,475,MathFloor
code-creation,Builtin,3,6202,0x1098309e0,539,MathRound
code-creation,Builtin,3,6207,0x109830c00,475,MathTrunc
code-creation,Builtin,3,6212,0x109830de0,424,MathPow
code-creation,Builtin,3,6216,0x109830fa0,474,MathMax
code-creation,Builtin,3,6221,0x109831180,478,MathMin
code-creation,Builtin,3,6226,0x109831360,347,MathAcos
code-creation,Builtin,3,6231,0x1098314c0,347,MathAcosh
code-creation,Builtin,3,6236,0x109831620,347,MathAsin
code-creation,Builtin,3,6240,0x109831780,347,MathAsinh
code-creation,Builtin,3,6245,0x1098318e0,347,MathAtan
code-creation,Builtin,3,6250,0x109831a40,452,MathAtan2
code-creation,Builtin,3,6255,0x109831c20,347,MathAtanh
code-creation,Builtin,3,6260,0x109831d80,347,MathCbrt
code-creation,Builtin,3,6265,0x109831ee0,291,MathClz32
code-creation,Builtin,3,6270,0x109832020,347,MathCos
code-creation,Builtin,3,6275,0x109832180,347,MathCosh
code-creation,Builtin,3,6279,0x1098322e0,347,MathExp
code-creation,Builtin,3,6284,0x109832440,347,MathExpm1
code-creation,Builtin,3,6289,0x1098325a0,291,MathFround
code-creation,Builtin,3,6294,0x1098326e0,436,MathImul
code-creation,Builtin,3,6299,0x1098328a0,347,MathLog
code-creation,Builtin,3,6304,0x109832a00,347,MathLog1p
code-creation,Builtin,3,6309,0x109832b60,347,MathLog10
code-creation,Builtin,3,6313,0x109832cc0,347,MathLog2
code-creation,Builtin,3,6318,0x109832e20,347,MathSin
code-creation,Builtin,3,6323,0x109832f80,170,MathSign
code-creation,Builtin,3,6328,0x109833040,347,MathSinh
code-creation,Builtin,3,6333,0x1098331a0,279,MathSqrt
code-creation,Builtin,3,6337,0x1098332c0,347,MathTan
code-creation,Builtin,3,6342,0x109833420,347,MathTanh
code-creation,Builtin,3,6347,0x109833580,1182,MathHypot
code-creation,Builtin,3,6352,0x109833a20,326,MathRandom
code-creation,Builtin,3,6357,0x109833b80,1840,NumberPrototypeToString
code-creation,Builtin,3,6362,0x1098342c0,153,NumberIsFinite
code-creation,Builtin,3,6368,0x109834360,365,NumberIsInteger
code-creation,Builtin,3,6373,0x1098344e0,129,NumberIsNaN
code-creation,Builtin,3,6378,0x109834580,393,NumberIsSafeInteger
code-creation,Builtin,3,6383,0x109834720,178,NumberPrototypeValueOf
code-creation,Builtin,3,6389,0x1098347e0,227,NumberParseFloat
code-creation,Builtin,3,6394,0x1098348e0,357,ParseInt
code-creation,Builtin,3,6399,0x109834a60,102,NumberParseInt
code-creation,Builtin,3,6404,0x109834ae0,994,Add
code-creation,Builtin,3,6408,0x109834ee0,479,Subtract
code-creation,Builtin,3,6413,0x1098350c0,773,Multiply
code-creation,Builtin,3,6418,0x1098353e0,575,Divide
code-creation,Builtin,3,6423,0x109835620,716,Modulus
code-creation,Builtin,3,6428,0x109835900,605,Exponentiate
code-creation,Builtin,3,6433,0x109835b60,496,Negate
code-creation,Builtin,3,6437,0x109835d60,138,BitwiseNot
code-creation,Builtin,3,6442,0x109835e00,138,Decrement
code-creation,Builtin,3,6447,0x109835ea0,138,Increment
code-creation,Builtin,3,6452,0x109835f40,585,ShiftLeft
code-creation,Builtin,3,6457,0x1098361a0,585,ShiftRight
code-creation,Builtin,3,6462,0x109836400,593,ShiftRightLogical
code-creation,Builtin,3,6467,0x109836660,557,BitwiseAnd
code-creation,Builtin,3,6472,0x1098368a0,557,BitwiseOr
code-creation,Builtin,3,6484,0x109836ae0,557,BitwiseXor
code-creation,Builtin,3,6489,0x109836d20,1066,LessThan
code-creation,Builtin,3,6493,0x109837160,1066,LessThanOrEqual
code-creation,Builtin,3,6499,0x1098375a0,1066,GreaterThan
code-creation,Builtin,3,6504,0x1098379e0,1066,GreaterThanOrEqual
code-creation,Builtin,3,6509,0x109837e20,1012,Equal
code-creation,Builtin,3,6514,0x109838220,381,StrictEqual
code-creation,Builtin,3,6519,0x1098383a0,3604,ObjectFromEntries
code-creation,Builtin,3,6524,0x1098391c0,815,CreateObjectWithoutProperties
code-creation,Builtin,3,6530,0x109839500,175,ObjectIsExtensible
code-creation,Builtin,3,6537,0x1098395c0,179,ObjectPreventExtensions
code-creation,Builtin,3,6543,0x109839680,192,ObjectGetPrototypeOf
code-creation,Builtin,3,6548,0x109839760,361,ObjectSetPrototypeOf
code-creation,Builtin,3,6554,0x1098398e0,98,ObjectPrototypeToString
code-creation,Builtin,3,6559,0x109839960,118,ObjectPrototypeValueOf
code-creation,Builtin,3,6565,0x1098399e0,220,ObjectPrototypeToLocaleString
code-creation,Builtin,3,6571,0x109839ac0,809,FulfillPromise
code-creation,Builtin,3,6576,0x109839e00,982,RejectPromise
code-creation,Builtin,3,6581,0x10983a1e0,2254,NewPromiseCapability
code-creation,Builtin,3,6587,0x10983aac0,167,PromiseCapabilityDefaultReject
code-creation,Builtin,3,6593,0x10983ab80,159,PromiseCapabilityDefaultResolve
code-creation,Builtin,3,6599,0x10983ac20,1590,PerformPromiseThen
code-creation,Builtin,3,6604,0x10983b260,543,PromiseReject
code-creation,Builtin,3,6609,0x10983b480,350,PromiseGetCapabilitiesExecutor
code-creation,Builtin,3,6615,0x10983b5e0,126,PromiseConstructorLazyDeoptContinuation
code-creation,Builtin,3,6621,0x10983b660,5268,PromiseAll
code-creation,Builtin,3,6626,0x10983cb00,5652,PromiseAllSettled
code-creation,Builtin,3,6632,0x10983e120,1214,PromiseAllResolveElementClosure
code-creation,Builtin,3,6638,0x10983e5e0,1580,PromiseAllSettledResolveElementClosure
code-creation,Builtin,3,6644,0x10983ec20,1588,PromiseAllSettledRejectElementClosure
code-creation,Builtin,3,6650,0x10983f260,1314,PromiseAnyRejectElementClosure
code-creation,Builtin,3,6656,0x10983f7a0,2824,PromiseAny
code-creation,Builtin,3,6661,0x1098402c0,2792,PromiseConstructor
code-creation,Builtin,3,6667,0x109840dc0,308,PromisePrototypeCatch
code-creation,Builtin,3,6672,0x109840f00,85,PromiseValueThunkFinally
code-creation,Builtin,3,6678,0x109840f60,106,PromiseThrowerFinally
code-creation,Builtin,3,6683,0x109840fe0,856,PromiseCatchFinally
code-creation,Builtin,3,6689,0x109841340,856,PromiseThenFinally
code-creation,Builtin,3,6694,0x1098416a0,1668,PromisePrototypeFinally
code-creation,Builtin,3,6700,0x109841d40,1840,PromiseRace
code-creation,Builtin,3,6705,0x109842480,480,PromiseFulfillReactionJob
code-creation,Builtin,3,6710,0x109842680,608,PromiseRejectReactionJob
code-creation,Builtin,3,6716,0x109842900,183,PromiseResolveTrampoline
code-creation,Builtin,3,6722,0x1098429c0,562,PromiseResolve
code-creation,Builtin,3,6727,0x109842c00,864,ResolvePromise
code-creation,Builtin,3,6732,0x109842f80,2420,PromisePrototypeThen
code-creation,Builtin,3,6737,0x109843900,1096,PromiseResolveThenableJob
code-creation,Builtin,3,6743,0x109843d60,436,ProxyConstructor
code-creation,Builtin,3,6748,0x109843f20,2022,ProxyDeleteProperty
code-creation,Builtin,3,6754,0x109844720,2428,ProxyGetProperty
code-creation,Builtin,3,6759,0x1098450a0,1329,ProxyGetPrototypeOf
code-creation,Builtin,3,6764,0x1098455e0,1906,ProxyHasProperty
code-creation,Builtin,3,6770,0x109845d60,942,ProxyIsExtensible
code-creation,Builtin,3,6775,0x109846120,1017,ProxyPreventExtensions
code-creation,Builtin,3,6780,0x109846520,1072,ProxyRevocable
code-creation,Builtin,3,6785,0x109846960,125,ProxyRevoke
code-creation,Builtin,3,6791,0x1098469e0,2546,ProxySetProperty
code-creation,Builtin,3,6796,0x1098473e0,1610,ProxySetPrototypeOf
code-creation,Builtin,3,6801,0x109847a40,220,ReflectIsExtensible
code-creation,Builtin,3,6807,0x109847b20,232,ReflectPreventExtensions
code-creation,Builtin,3,6812,0x109847c20,220,ReflectGetPrototypeOf
code-creation,Builtin,3,6818,0x109847d00,321,ReflectSetPrototypeOf
code-creation,Builtin,3,6830,0x109847e60,364,ReflectGet
code-creation,Builtin,3,6835,0x109847fe0,183,ReflectDeleteProperty
code-creation,Builtin,3,6840,0x1098480a0,175,ReflectHas
code-creation,Builtin,3,6845,0x109848160,5050,RegExpPrototypeExecSlow
code-creation,Builtin,3,6851,0x109849520,5076,RegExpPrototypeExec
code-creation,Builtin,3,6856,0x10984a900,2776,RegExpPrototypeMatchAll
code-creation,Builtin,3,6862,0x10984b3e0,9815,RegExpStringIteratorPrototypeNext
code-creation,Builtin,3,6868,0x10984da40,9197,RegExpMatchFast
code-creation,Builtin,3,6873,0x10984fe40,4202,RegExpPrototypeMatch
code-creation,Builtin,3,6879,0x109850ec0,7018,RegExpReplace
code-creation,Builtin,3,6884,0x109852a40,612,RegExpPrototypeReplace
code-creation,Builtin,3,6889,0x109852cc0,1754,RegExpSearchFast
code-creation,Builtin,3,6895,0x1098533a0,1902,RegExpPrototypeSearch
code-creation,Builtin,3,6900,0x109853b20,243,RegExpPrototypeSourceGetter
code-creation,Builtin,3,6906,0x109853c20,5172,RegExpSplit
code-creation,Builtin,3,6911,0x109855060,550,RegExpPrototypeSplit
code-creation,Builtin,3,6917,0x1098552a0,2604,RegExpPrototypeTest
code-creation,Builtin,3,6922,0x109855ce0,1526,RegExpPrototypeTestFast
code-creation,Builtin,3,6928,0x1098562e0,275,RegExpPrototypeGlobalGetter
code-creation,Builtin,3,6934,0x109856400,279,RegExpPrototypeIgnoreCaseGetter
code-creation,Builtin,3,6956,0x109856520,279,RegExpPrototypeMultilineGetter
code-creation,Builtin,3,6964,0x109856640,242,RegExpPrototypeDotAllGetter
code-creation,Builtin,3,6970,0x109856740,279,RegExpPrototypeStickyGetter
code-creation,Builtin,3,6976,0x109856860,279,RegExpPrototypeUnicodeGetter
code-creation,Builtin,3,6982,0x109856980,2060,RegExpPrototypeFlagsGetter
code-creation,Builtin,3,6987,0x1098571a0,3036,StringPrototypeEndsWith
code-creation,Builtin,3,6994,0x109857d80,764,CreateHTML
code-creation,Builtin,3,6999,0x109858080,202,StringPrototypeAnchor
code-creation,Builtin,3,7005,0x109858160,186,StringPrototypeBig
code-creation,Builtin,3,7010,0x109858220,186,StringPrototypeBlink
code-creation,Builtin,3,7016,0x1098582e0,186,StringPrototypeBold
code-creation,Builtin,3,7021,0x1098583a0,210,StringPrototypeFontcolor
code-creation,Builtin,3,7027,0x109858480,210,StringPrototypeFontsize
code-creation,Builtin,3,7033,0x109858560,186,StringPrototypeFixed
code-creation,Builtin,3,7038,0x109858620,186,StringPrototypeItalics
code-creation,Builtin,3,7044,0x1098586e0,210,StringPrototypeLink
code-creation,Builtin,3,7049,0x1098587c0,186,StringPrototypeSmall
code-creation,Builtin,3,7055,0x109858880,186,StringPrototypeStrike
code-creation,Builtin,3,7060,0x109858940,186,StringPrototypeSub
code-creation,Builtin,3,7066,0x109858a00,186,StringPrototypeSup
code-creation,Builtin,3,7071,0x109858ac0,417,StringPrototypeIterator
code-creation,Builtin,3,7077,0x109858c80,2258,StringIteratorPrototypeNext
code-creation,Builtin,3,7083,0x109859560,1030,StringPrototypePadStart
code-creation,Builtin,3,7088,0x109859980,1034,StringPrototypePadEnd
code-creation,Builtin,3,7094,0x109859da0,170,StringRepeat
code-creation,Builtin,3,7099,0x109859e60,504,StringPrototypeRepeat
code-creation,Builtin,3,7105,0x10985a060,11240,StringPrototypeReplaceAll
code-creation,Builtin,3,7111,0x10985cc60,3730,StringPrototypeSlice
code-creation,Builtin,3,7116,0x10985db00,3020,StringPrototypeStartsWith
code-creation,Builtin,3,7122,0x10985e6e0,3598,StringPrototypeSubstring
code-creation,Builtin,3,7128,0x10985f500,3666,StringPrototypeSubstr
code-creation,Builtin,3,7133,0x109860360,182,SymbolPrototypeDescriptionGetter
code-creation,Builtin,3,7139,0x109860420,174,SymbolPrototypeToPrimitive
code-creation,Builtin,3,7145,0x1098604e0,207,SymbolPrototypeToString
code-creation,Builtin,3,7151,0x1098605c0,174,SymbolPrototypeValueOf
code-creation,Builtin,3,7156,0x109860680,8752,CreateTypedArray
code-creation,Builtin,3,7162,0x1098628c0,1110,TypedArrayPrototypeEvery
code-creation,Builtin,3,7167,0x109862d20,428,TypedArrayPrototypeEntries
code-creation,Builtin,3,7173,0x109862ee0,3808,TypedArrayPrototypeFilter
code-creation,Builtin,3,7179,0x109863de0,1106,TypedArrayPrototypeFind
code-creation,Builtin,3,7195,0x109864240,1102,TypedArrayPrototypeFindIndex
code-creation,Builtin,3,7201,0x1098646a0,958,TypedArrayPrototypeForEach
code-creation,Builtin,3,7207,0x109864a60,2432,TypedArrayFrom
code-creation,Builtin,3,7213,0x109865400,424,TypedArrayPrototypeKeys
code-creation,Builtin,3,7218,0x1098655c0,1134,TypedArrayOf
code-creation,Builtin,3,7223,0x109865a40,1068,TypedArrayPrototypeReduce
code-creation,Builtin,3,7229,0x109865e80,1060,TypedArrayPrototypeReduceRight
code-creation,Builtin,3,7235,0x1098662c0,2376,TypedArrayPrototypeSet
code-creation,Builtin,3,7241,0x109866c20,2742,TypedArrayPrototypeSlice
code-creation,Builtin,3,7247,0x1098676e0,1102,TypedArrayPrototypeSome
code-creation,Builtin,3,7252,0x109867b40,1278,TypedArrayMergeSort
code-creation,Builtin,3,7258,0x109868040,1746,TypedArrayPrototypeSort
code-creation,Builtin,3,7263,0x109868720,2580,TypedArrayPrototypeSubArray
code-creation,Builtin,3,7269,0x109869140,428,TypedArrayPrototypeValues
code-creation,Builtin,3,7275,0x109869300,121,WasmInt32ToHeapNumber
code-creation,Builtin,3,7281,0x109869380,141,WasmTaggedNonSmiToInt32
code-creation,Builtin,3,7286,0x109869420,93,WasmTaggedToFloat64
code-creation,Builtin,3,7292,0x109869480,89,WasmMemoryGrow
code-creation,Builtin,3,7297,0x1098694e0,104,WasmTableInit
code-creation,Builtin,3,7302,0x109869560,104,WasmTableCopy
code-creation,Builtin,3,7307,0x1098695e0,176,WasmTableGet
code-creation,Builtin,3,7312,0x1098696a0,268,WasmTableSet
code-creation,Builtin,3,7318,0x1098697c0,112,WasmRefFunc
code-creation,Builtin,3,7323,0x109869840,48,WasmThrow
code-creation,Builtin,3,7328,0x109869880,64,WasmRethrow
code-creation,Builtin,3,7333,0x1098698e0,36,WasmStackGuard
code-creation,Builtin,3,7338,0x109869920,36,WasmStackOverflow
code-creation,Builtin,3,7343,0x109869960,48,WasmTraceMemory
code-creation,Builtin,3,7348,0x1098699a0,36,WasmTraceEnter
code-creation,Builtin,3,7354,0x1098699e0,48,WasmTraceExit
code-creation,Builtin,3,7359,0x109869a20,373,WasmAllocateJSArray
code-creation,Builtin,3,7364,0x109869ba0,141,WasmAllocateStruct
code-creation,Builtin,3,7370,0x109869c40,133,WasmInt32ToNumber
code-creation,Builtin,3,7375,0x109869ce0,137,WasmUint32ToNumber
code-creation,Builtin,3,7380,0x109869d80,143,WasmAtomicNotify
code-creation,Builtin,3,7386,0x109869e20,176,WasmI32AtomicWait64
code-creation,Builtin,3,7391,0x109869ee0,176,WasmI64AtomicWait64
code-creation,Builtin,3,7397,0x109869fa0,608,WasmGetOwnProperty
code-creation,Builtin,3,7402,0x10986a220,48,WasmTrap
code-creation,Builtin,3,7407,0x10986a260,20,ThrowWasmTrapUnreachable
code-creation,Builtin,3,7413,0x10986a280,20,ThrowWasmTrapMemOutOfBounds
code-creation,Builtin,3,7419,0x10986a2a0,20,ThrowWasmTrapUnalignedAccess
code-creation,Builtin,3,7425,0x10986a2c0,20,ThrowWasmTrapDivByZero
code-creation,Builtin,3,7430,0x10986a2e0,20,ThrowWasmTrapDivUnrepresentable
code-creation,Builtin,3,7436,0x10986a300,20,ThrowWasmTrapRemByZero
code-creation,Builtin,3,7442,0x10986a320,20,ThrowWasmTrapFloatUnrepresentable
code-creation,Builtin,3,7448,0x10986a340,20,ThrowWasmTrapFuncInvalid
code-creation,Builtin,3,7454,0x10986a360,20,ThrowWasmTrapFuncSigMismatch
code-creation,Builtin,3,7460,0x10986a380,20,ThrowWasmTrapDataSegmentDropped
code-creation,Builtin,3,7466,0x10986a3a0,20,ThrowWasmTrapElemSegmentDropped
code-creation,Builtin,3,7472,0x10986a3c0,20,ThrowWasmTrapTableOutOfBounds
code-creation,Builtin,3,7478,0x10986a3e0,20,ThrowWasmTrapBrOnExnNull
code-creation,Builtin,3,7484,0x10986a400,20,ThrowWasmTrapRethrowNull
code-creation,Builtin,3,7489,0x10986a420,20,ThrowWasmTrapNullDereference
code-creation,Builtin,3,7495,0x10986a440,20,ThrowWasmTrapIllegalCast
code-creation,Builtin,3,7501,0x10986a460,20,ThrowWasmTrapArrayOutOfBounds
code-creation,Builtin,3,7507,0x10986a480,12,GenericBuiltinTest_JSAny_0
code-creation,Builtin,3,7513,0x10986a4a0,16,TestHelperPlus1
code-creation,Builtin,3,7518,0x10986a4c0,16,TestHelperPlus2
code-creation,Builtin,3,7523,0x10986a4e0,141,NewSmiBox
code-creation,Builtin,3,7528,0x10986a580,40,Load_FastSmiElements_0
code-creation,Builtin,3,7534,0x10986a5c0,40,Load_FastObjectElements_0
code-creation,Builtin,3,7547,0x10986a600,169,Load_FastDoubleElements_0
code-creation,Builtin,3,7553,0x10986a6c0,40,Store_FastSmiElements_0
code-creation,Builtin,3,7559,0x10986a700,120,Store_FastObjectElements_0
code-creation,Builtin,3,7564,0x10986a780,56,Store_FastDoubleElements_0
code-creation,Builtin,3,7570,0x10986a7c0,48,Delete_FastSmiElements_0
code-creation,Builtin,3,7576,0x10986a800,48,Delete_FastObjectElements_0
code-creation,Builtin,3,7582,0x10986a840,52,Delete_FastDoubleElements_0
code-creation,Builtin,3,7588,0x10986a880,380,SortCompareDefault
code-creation,Builtin,3,7593,0x10986aa00,130,SortCompareUserFn
code-creation,Builtin,3,7598,0x10986aaa0,20,CanUseSameAccessor_GenericElementsAccessor_0
code-creation,Builtin,3,7608,0x10986aac0,336,Copy
code-creation,Builtin,3,7613,0x10986ac20,6506,MergeAt
code-creation,Builtin,3,7618,0x10986c5a0,846,GallopLeft
code-creation,Builtin,3,7623,0x10986c900,838,GallopRight
code-creation,Builtin,3,7628,0x10986cc60,4147,ArrayTimSort
code-creation,Builtin,3,7633,0x10986dca0,2356,ArrayPrototypeSort
code-creation,Builtin,3,7638,0x10986e5e0,202,LoadJoinElement_GenericElementsAccessor_0
code-creation,Builtin,3,7645,0x10986e6c0,141,LoadJoinTypedElement_Int32Elements_0
code-creation,Builtin,3,7651,0x10986e760,133,LoadJoinTypedElement_Float32Elements_0
code-creation,Builtin,3,7657,0x10986e800,129,LoadJoinTypedElement_Float64Elements_0
code-creation,Builtin,3,7664,0x10986e8a0,28,LoadJoinTypedElement_Uint8ClampedElements_0
code-creation,Builtin,3,7670,0x10986e8c0,281,LoadJoinTypedElement_BigUint64Elements_0
code-creation,Builtin,3,7677,0x10986e9e0,309,LoadJoinTypedElement_BigInt64Elements_0
code-creation,Builtin,3,7683,0x10986eb20,28,LoadJoinTypedElement_Uint8Elements_0
code-creation,Builtin,3,7690,0x10986eb40,28,LoadJoinTypedElement_Int8Elements_0
code-creation,Builtin,3,7696,0x10986eb60,28,LoadJoinTypedElement_Uint16Elements_0
code-creation,Builtin,3,7702,0x10986eb80,28,LoadJoinTypedElement_Int16Elements_0
code-creation,Builtin,3,7709,0x10986eba0,145,LoadJoinTypedElement_Uint32Elements_0
code-creation,Builtin,3,7715,0x10986ec40,20,GenericBuiltinTest_Smi_0
code-creation,Builtin,3,7721,0x10986ec60,48,CanUseSameAccessor_FastDoubleElements_0
code-creation,Builtin,3,7727,0x10986eca0,48,CanUseSameAccessor_FastSmiElements_0
code-creation,Builtin,3,7733,0x10986ece0,48,CanUseSameAccessor_FastObjectElements_0
code-creation,Builtin,3,7740,0x10986ed20,2560,Load_GenericElementsAccessor_0
code-creation,Builtin,3,7746,0x10986f740,49,Store_GenericElementsAccessor_0
code-creation,Builtin,3,7752,0x10986f780,53,Delete_GenericElementsAccessor_0
code-creation,Builtin,3,7758,0x10986f7c0,141,LoadTypedElement_Int32Elements_0
code-creation,Builtin,3,7764,0x10986f860,189,StoreTypedElementNumeric_Int32Elements_0
code-creation,Builtin,3,7770,0x10986f920,201,StoreTypedElementJSAny_Int32Elements_0
code-creation,Builtin,3,7777,0x10986fa00,133,LoadTypedElement_Float32Elements_0
code-creation,Builtin,3,7783,0x10986faa0,36,StoreTypedElementNumeric_Float32Elements_0
code-creation,Builtin,3,7789,0x10986fae0,177,StoreTypedElementJSAny_Float32Elements_0
code-creation,Builtin,3,7796,0x10986fba0,129,LoadTypedElement_Float64Elements_0
code-creation,Builtin,3,7802,0x10986fc40,32,StoreTypedElementNumeric_Float64Elements_0
code-creation,Builtin,3,7809,0x10986fc80,177,StoreTypedElementJSAny_Float64Elements_0
code-creation,Builtin,3,7815,0x10986fd40,28,LoadTypedElement_Uint8ClampedElements_0
code-creation,Builtin,3,7821,0x10986fd60,28,StoreTypedElementNumeric_Uint8ClampedElements_0
code-creation,Builtin,3,7828,0x10986fd80,641,StoreTypedElementJSAny_Uint8ClampedElements_0
code-creation,Builtin,3,7835,0x109870020,281,LoadTypedElement_BigUint64Elements_0
code-creation,Builtin,3,7841,0x109870140,64,StoreTypedElementNumeric_BigUint64Elements_0
code-creation,Builtin,3,7848,0x1098701a0,226,StoreTypedElementJSAny_BigUint64Elements_0
code-creation,Builtin,3,7855,0x1098702a0,309,LoadTypedElement_BigInt64Elements_0
code-creation,Builtin,3,7861,0x1098703e0,64,StoreTypedElementNumeric_BigInt64Elements_0
code-creation,Builtin,3,7875,0x109870440,226,StoreTypedElementJSAny_BigInt64Elements_0
code-creation,Builtin,3,7882,0x109870540,28,LoadTypedElement_Uint8Elements_0
code-creation,Builtin,3,7888,0x109870560,28,StoreTypedElementNumeric_Uint8Elements_0
code-creation,Builtin,3,7894,0x109870580,201,StoreTypedElementJSAny_Uint8Elements_0
code-creation,Builtin,3,7910,0x109870660,28,LoadTypedElement_Int8Elements_0
code-creation,Builtin,3,7917,0x109870680,28,StoreTypedElementNumeric_Int8Elements_0
code-creation,Builtin,3,7923,0x1098706a0,201,StoreTypedElementJSAny_Int8Elements_0
code-creation,Builtin,3,7930,0x109870780,28,LoadTypedElement_Uint16Elements_0
code-creation,Builtin,3,7936,0x1098707a0,28,StoreTypedElementNumeric_Uint16Elements_0
code-creation,Builtin,3,7942,0x1098707c0,201,StoreTypedElementJSAny_Uint16Elements_0
code-creation,Builtin,3,7949,0x1098708a0,28,LoadTypedElement_Int16Elements_0
code-creation,Builtin,3,7955,0x1098708c0,28,StoreTypedElementNumeric_Int16Elements_0
code-creation,Builtin,3,7961,0x1098708e0,201,StoreTypedElementJSAny_Int16Elements_0
code-creation,Builtin,3,7968,0x1098709c0,145,LoadTypedElement_Uint32Elements_0
code-creation,Builtin,3,7974,0x109870a60,189,StoreTypedElementNumeric_Uint32Elements_0
code-creation,Builtin,3,7980,0x109870b20,201,StoreTypedElementJSAny_Uint32Elements_0
code-creation,Builtin,3,7987,0x109870c00,12,CollatorConstructor
code-creation,Builtin,3,7992,0x109870c20,12,CollatorInternalCompare
code-creation,Builtin,3,7998,0x109870c40,12,CollatorPrototypeCompare
code-creation,Builtin,3,8004,0x109870c60,12,CollatorSupportedLocalesOf
code-creation,Builtin,3,8009,0x109870c80,12,CollatorPrototypeResolvedOptions
code-creation,Builtin,3,8015,0x109870ca0,12,DatePrototypeToLocaleDateString
code-creation,Builtin,3,8022,0x109870cc0,12,DatePrototypeToLocaleString
code-creation,Builtin,3,8028,0x109870ce0,12,DatePrototypeToLocaleTimeString
code-creation,Builtin,3,8034,0x109870d00,12,DateTimeFormatConstructor
code-creation,Builtin,3,8039,0x109870d20,12,DateTimeFormatInternalFormat
code-creation,Builtin,3,8045,0x109870d40,12,DateTimeFormatPrototypeFormat
code-creation,Builtin,3,8051,0x109870d60,12,DateTimeFormatPrototypeFormatRange
code-creation,Builtin,3,8057,0x109870d80,12,DateTimeFormatPrototypeFormatRangeToParts
code-creation,Builtin,3,8064,0x109870da0,12,DateTimeFormatPrototypeFormatToParts
code-creation,Builtin,3,8070,0x109870dc0,12,DateTimeFormatPrototypeResolvedOptions
code-creation,Builtin,3,8076,0x109870de0,12,DateTimeFormatSupportedLocalesOf
code-creation,Builtin,3,8082,0x109870e00,12,DisplayNamesConstructor
code-creation,Builtin,3,8088,0x109870e20,12,DisplayNamesPrototypeOf
code-creation,Builtin,3,8094,0x109870e40,12,DisplayNamesPrototypeResolvedOptions
code-creation,Builtin,3,8100,0x109870e60,12,DisplayNamesSupportedLocalesOf
code-creation,Builtin,3,8106,0x109870e80,12,IntlGetCanonicalLocales
code-creation,Builtin,3,8112,0x109870ea0,12,ListFormatConstructor
code-creation,Builtin,3,8117,0x109870ec0,288,ListFormatPrototypeFormat
code-creation,Builtin,3,8123,0x109871000,288,ListFormatPrototypeFormatToParts
code-creation,Builtin,3,8129,0x109871140,12,ListFormatPrototypeResolvedOptions
code-creation,Builtin,3,8135,0x109871160,12,ListFormatSupportedLocalesOf
code-creation,Builtin,3,8141,0x109871180,12,LocaleConstructor
code-creation,Builtin,3,8146,0x1098711a0,12,LocalePrototypeBaseName
code-creation,Builtin,3,8152,0x1098711c0,12,LocalePrototypeCalendar
code-creation,Builtin,3,8158,0x1098711e0,12,LocalePrototypeCaseFirst
code-creation,Builtin,3,8163,0x109871200,12,LocalePrototypeCollation
code-creation,Builtin,3,8169,0x109871220,12,LocalePrototypeHourCycle
code-creation,Builtin,3,8175,0x109871240,12,LocalePrototypeLanguage
code-creation,Builtin,3,8180,0x109871260,12,LocalePrototypeMaximize
code-creation,Builtin,3,8188,0x109871280,12,LocalePrototypeMinimize
code-creation,Builtin,3,8193,0x1098712a0,12,LocalePrototypeNumeric
code-creation,Builtin,3,8199,0x1098712c0,12,LocalePrototypeNumberingSystem
code-creation,Builtin,3,8205,0x1098712e0,12,LocalePrototypeRegion
code-creation,Builtin,3,8210,0x109871300,12,LocalePrototypeScript
code-creation,Builtin,3,8217,0x109871320,12,LocalePrototypeToString
code-creation,Builtin,3,8223,0x109871340,12,NumberFormatConstructor
code-creation,Builtin,3,8229,0x109871360,12,NumberFormatInternalFormatNumber
code-creation,Builtin,3,8235,0x109871380,12,NumberFormatPrototypeFormatNumber
code-creation,Builtin,3,8241,0x1098713a0,12,NumberFormatPrototypeFormatToParts
