v8-version,8,5,210,20,0
code-creation,Builtin,3,3998,0x1097cbe00,2362,CloneObjectIC
code-creation,Builtin,3,4003,0x1097cc740,2226,CloneObjectIC_Slow
code-creation,Builtin,3,4010,0x1097cd000,2568,KeyedHasIC
code-creation,Builtin,3,4015,0x1097cda20,2482,KeyedHasIC_Megamorphic
code-creation,Builtin,3,4027,0x1097ce3e0,1666,IterableToList
code-creation,Builtin,3,4033,0x1097cea80,1476,IterableToFixedArray
code-creation,Builtin,3,4038,0x1097cf060,737,IterableToListWithSymbolLookup
code-creation,Builtin,3,4044,0x1097cf360,85,IterableToFixedArrayWithSymbolLookupSlow
code-creation,Builtin,3,4051,0x1097cf3c0,108,IterableToListMayPreserveHoles
code-creation,Builtin,3,4057,0x1097cf440,1204,IterableToFixedArrayForWasm
code-creation,Builtin,3,4062,0x1097cf900,1948,StringListFromIterable
code-creation,Builtin,3,4068,0x1097d00a0,1309,FindOrderedHashMapEntry
code-creation,Builtin,3,4074,0x1097d05c0,5324,MapConstructor
code-creation,Builtin,3,4079,0x1097d1aa0,2202,MapPrototypeSet
code-creation,Builtin,3,4084,0x1097d2340,1710,MapPrototypeDelete
code-creation,Builtin,3,4090,0x1097d2a00,243,MapPrototypeGet
code-creation,Builtin,3,4095,0x1097d2b00,199,MapPrototypeHas
code-creation,Builtin,3,4100,0x1097d2be0,12,MapPrototypeClear
code-creation,Builtin,3,4105,0x1097d2c00,295,MapPrototypeEntries
code-creation,Builtin,3,4111,0x1097d2d40,162,MapPrototypeGetSize
code-creation,Builtin,3,4116,0x1097d2e00,610,MapPrototypeForEach
code-creation,Builtin,3,4122,0x1097d3080,295,MapPrototypeKeys
code-creation,Builtin,3,4127,0x1097d31c0,295,MapPrototypeValues
code-creation,Builtin,3,4132,0x1097d3300,990,MapIteratorPrototypeNext
code-creation,Builtin,3,4138,0x1097d36e0,1392,MapIteratorToList
code-creation,Builtin,3,4143,0x1097d3c60,616,NumberConstructor
code-creation,Builtin,3,4148,0x1097d3ee0,12,NumberPrototypeToExponential
code-creation,Builtin,3,4154,0x1097d3f00,12,NumberPrototypeToFixed
code-creation,Builtin,3,4160,0x1097d3f20,12,NumberPrototypeToLocaleString
code-creation,Builtin,3,4166,0x1097d3f40,12,NumberPrototypeToPrecision
code-creation,Builtin,3,4172,0x1097d3f60,357,SameValue
code-creation,Builtin,3,4177,0x1097d40e0,208,SameValueNumbersOnly
code-creation,Builtin,3,4182,0x1097d41c0,869,Add_WithFeedback
code-creation,Builtin,3,4188,0x1097d4540,933,Subtract_WithFeedback
code-creation,Builtin,3,4210,0x1097d4900,1069,Multiply_WithFeedback
code-creation,Builtin,3,4217,0x1097d4d40,932,Divide_WithFeedback
code-creation,Builtin,3,4222,0x1097d5100,984,Modulus_WithFeedback
code-creation,Builtin,3,4228,0x1097d54e0,89,Exponentiate_WithFeedback
code-creation,Builtin,3,4234,0x1097d5540,882,BitwiseAnd_WithFeedback
code-creation,Builtin,3,4239,0x1097d58c0,870,BitwiseOr_WithFeedback
code-creation,Builtin,3,4245,0x1097d5c40,886,BitwiseXor_WithFeedback
code-creation,Builtin,3,4250,0x1097d5fc0,898,ShiftLeft_WithFeedback
code-creation,Builtin,3,4256,0x1097d6360,898,ShiftRight_WithFeedback
code-creation,Builtin,3,4261,0x1097d6700,906,ShiftRightLogical_WithFeedback
code-creation,Builtin,3,4267,0x1097d6aa0,1776,Equal_WithFeedback
code-creation,Builtin,3,4273,0x1097d71a0,909,StrictEqual_WithFeedback
code-creation,Builtin,3,4278,0x1097d7540,1528,LessThan_WithFeedback
code-creation,Builtin,3,4284,0x1097d7b40,1528,GreaterThan_WithFeedback
code-creation,Builtin,3,4289,0x1097d8140,1528,LessThanOrEqual_WithFeedback
code-creation,Builtin,3,4295,0x1097d8740,1528,GreaterThanOrEqual_WithFeedback
code-creation,Builtin,3,4301,0x1097d8d40,535,BitwiseNot_WithFeedback
code-creation,Builtin,3,4307,0x1097d8f60,495,Decrement_WithFeedback
code-creation,Builtin,3,4312,0x1097d9160,495,Increment_WithFeedback
code-creation,Builtin,3,4318,0x1097d9360,519,Negate_WithFeedback
code-creation,Builtin,3,4323,0x1097d9580,436,ObjectConstructor
code-creation,Builtin,3,4329,0x1097d9740,326,ObjectAssign
code-creation,Builtin,3,4334,0x1097d98a0,972,ObjectCreate
code-creation,Builtin,3,4339,0x1097d9c80,12,ObjectDefineGetter
code-creation,Builtin,3,4344,0x1097d9ca0,12,ObjectDefineProperties
code-creation,Builtin,3,4350,0x1097d9cc0,12,ObjectDefineProperty
code-creation,Builtin,3,4355,0x1097d9ce0,12,ObjectDefineSetter
code-creation,Builtin,3,4361,0x1097d9d00,1708,ObjectEntries
code-creation,Builtin,3,4366,0x1097da3c0,12,ObjectFreeze
code-creation,Builtin,3,4371,0x1097da3e0,6470,ObjectGetOwnPropertyDescriptor
code-creation,Builtin,3,4377,0x1097dbd40,12,ObjectGetOwnPropertyDescriptors
code-creation,Builtin,3,4390,0x1097dbd60,650,ObjectGetOwnPropertyNames
code-creation,Builtin,3,4396,0x1097dc000,12,ObjectGetOwnPropertySymbols
code-creation,Builtin,3,4402,0x1097dc020,397,ObjectIs
code-creation,Builtin,3,4407,0x1097dc1c0,12,ObjectIsFrozen
code-creation,Builtin,3,4412,0x1097dc1e0,12,ObjectIsSealed
code-creation,Builtin,3,4417,0x1097dc200,568,ObjectKeys
code-creation,Builtin,3,4422,0x1097dc440,12,ObjectLookupGetter
code-creation,Builtin,3,4427,0x1097dc460,12,ObjectLookupSetter
code-creation,Builtin,3,4433,0x1097dc480,1908,ObjectPrototypeHasOwnProperty
code-creation,Builtin,3,4438,0x1097dcc00,271,ObjectPrototypeIsPrototypeOf
code-creation,Builtin,3,4444,0x1097dcd20,12,ObjectPrototypePropertyIsEnumerable
code-creation,Builtin,3,4451,0x1097dcd40,12,ObjectPrototypeGetProto
code-creation,Builtin,3,4456,0x1097dcd60,12,ObjectPrototypeSetProto
code-creation,Builtin,3,4462,0x1097dcd80,12,ObjectSeal
code-creation,Builtin,3,4467,0x1097dcda0,1224,ObjectToString
code-creation,Builtin,3,4484,0x1097dd280,1422,ObjectValues
code-creation,Builtin,3,4490,0x1097dd820,325,OrdinaryHasInstance
code-creation,Builtin,3,4495,0x1097dd980,438,InstanceOf
code-creation,Builtin,3,4500,0x1097ddb40,296,ForInEnumerate
code-creation,Builtin,3,4506,0x1097ddc80,2460,ForInFilter
code-creation,Builtin,3,4511,0x1097de620,54,ReflectApply
code-creation,Builtin,3,4516,0x1097de660,63,ReflectConstruct
code-creation,Builtin,3,4521,0x1097de6a0,12,ReflectDefineProperty
code-creation,Builtin,3,4526,0x1097de6c0,12,ReflectGetOwnPropertyDescriptor
code-creation,Builtin,3,4532,0x1097de6e0,12,ReflectOwnKeys
code-creation,Builtin,3,4537,0x1097de700,12,ReflectSet
code-creation,Builtin,3,4542,0x1097de720,12,RegExpCapture1Getter
code-creation,Builtin,3,4548,0x1097de740,12,RegExpCapture2Getter
code-creation,Builtin,3,4553,0x1097de760,12,RegExpCapture3Getter
code-creation,Builtin,3,4559,0x1097de780,12,RegExpCapture4Getter
code-creation,Builtin,3,4564,0x1097de7a0,12,RegExpCapture5Getter
code-creation,Builtin,3,4569,0x1097de7c0,12,RegExpCapture6Getter
code-creation,Builtin,3,4575,0x1097de7e0,12,RegExpCapture7Getter
code-creation,Builtin,3,4580,0x1097de800,12,RegExpCapture8Getter
code-creation,Builtin,3,4586,0x1097de820,12,RegExpCapture9Getter
code-creation,Builtin,3,4591,0x1097de840,2456,RegExpConstructor
code-creation,Builtin,3,4596,0x1097df1e0,12,RegExpInputGetter
code-creation,Builtin,3,4602,0x1097df200,12,RegExpInputSetter
code-creation,Builtin,3,4607,0x1097df220,12,RegExpLastMatchGetter
code-creation,Builtin,3,4612,0x1097df240,12,RegExpLastParenGetter
code-creation,Builtin,3,4618,0x1097df260,12,RegExpLeftContextGetter
code-creation,Builtin,3,4623,0x1097df280,950,RegExpPrototypeCompile
code-creation,Builtin,3,4629,0x1097df640,12,RegExpPrototypeToString
code-creation,Builtin,3,4635,0x1097df660,12,RegExpRightContextGetter
code-creation,Builtin,3,4640,0x1097df680,313,RegExpExecAtom
code-creation,Builtin,3,4645,0x1097df7c0,1046,RegExpExecInternal
code-creation,Builtin,3,4651,0x1097dfbe0,7,RegExpInterpreterTrampoline
code-creation,Builtin,3,4656,0x1097dfc00,3524,SetConstructor
code-creation,Builtin,3,4662,0x1097e09e0,1416,SetPrototypeHas
code-creation,Builtin,3,4667,0x1097e0f80,1886,SetPrototypeAdd
code-creation,Builtin,3,4672,0x1097e16e0,1654,SetPrototypeDelete
code-creation,Builtin,3,4677,0x1097e1d60,12,SetPrototypeClear
code-creation,Builtin,3,4683,0x1097e1d80,295,SetPrototypeEntries
code-creation,Builtin,3,4688,0x1097e1ec0,162,SetPrototypeGetSize
code-creation,Builtin,3,4693,0x1097e1f80,566,SetPrototypeForEach
code-creation,Builtin,3,4699,0x1097e21c0,295,SetPrototypeValues
code-creation,Builtin,3,4704,0x1097e2300,921,SetIteratorPrototypeNext
code-creation,Builtin,3,4710,0x1097e26a0,1328,SetOrSetIteratorToList
code-creation,Builtin,3,4715,0x1097e2be0,12,SharedArrayBufferPrototypeGetByteLength
code-creation,Builtin,3,4722,0x1097e2c00,12,SharedArrayBufferPrototypeSlice
code-creation,Builtin,3,4728,0x1097e2c20,1412,AtomicsLoad
code-creation,Builtin,3,4733,0x1097e31c0,924,AtomicsStore
code-creation,Builtin,3,4738,0x1097e3560,1852,AtomicsExchange
code-creation,Builtin,3,4750,0x1097e3ca0,2320,AtomicsCompareExchange
code-creation,Builtin,3,4755,0x1097e45c0,1976,AtomicsAdd
code-creation,Builtin,3,4760,0x1097e4d80,1976,AtomicsSub
code-creation,Builtin,3,4765,0x1097e5540,1976,AtomicsAnd
code-creation,Builtin,3,4770,0x1097e5d00,1976,AtomicsOr
code-creation,Builtin,3,4775,0x1097e64c0,1976,AtomicsXor
code-creation,Builtin,3,4780,0x1097e6c80,12,AtomicsNotify
code-creation,Builtin,3,4785,0x1097e6ca0,12,AtomicsIsLockFree
code-creation,Builtin,3,4791,0x1097e6cc0,12,AtomicsWait
code-creation,Builtin,3,4795,0x1097e6ce0,12,AtomicsWake
code-creation,Builtin,3,4800,0x1097e6d00,12,StringFromCodePoint
code-creation,Builtin,3,4806,0x1097e6d20,1624,StringFromCharCode
code-creation,Builtin,3,4811,0x1097e7380,1798,StringPrototypeIncludes
code-creation,Builtin,3,4817,0x1097e7aa0,1562,StringPrototypeIndexOf
code-creation,Builtin,3,4822,0x1097e80c0,12,StringPrototypeLastIndexOf
code-creation,Builtin,3,4828,0x1097e80e0,1724,StringPrototypeMatch
code-creation,Builtin,3,4833,0x1097e87a0,4972,StringPrototypeMatchAll
code-creation,Builtin,3,4839,0x1097e9b20,12,StringPrototypeLocaleCompare
code-creation,Builtin,3,4845,0x1097e9b40,1632,StringPrototypeReplace
code-creation,Builtin,3,4850,0x1097ea1c0,1728,StringPrototypeSearch
code-creation,Builtin,3,4856,0x1097ea8a0,3349,StringPrototypeSplit
code-creation,Builtin,3,4861,0x1097eb5c0,3956,StringPrototypeTrim
code-creation,Builtin,3,4867,0x1097ec540,3648,StringPrototypeTrimEnd
code-creation,Builtin,3,4872,0x1097ed3a0,3660,StringPrototypeTrimStart
code-creation,Builtin,3,4878,0x1097ee200,12,StringRaw
code-creation,Builtin,3,4883,0x1097ee220,12,SymbolConstructor
code-creation,Builtin,3,4888,0x1097ee240,12,SymbolFor
code-creation,Builtin,3,4893,0x1097ee260,12,SymbolKeyFor
code-creation,Builtin,3,4898,0x1097ee280,122,TypedArrayBaseConstructor
code-creation,Builtin,3,4904,0x1097ee300,65,GenericLazyDeoptContinuation
code-creation,Builtin,3,4909,0x1097ee360,336,TypedArrayConstructor
code-creation,Builtin,3,4915,0x1097ee4c0,12,TypedArrayPrototypeBuffer
code-creation,Builtin,3,4921,0x1097ee4e0,319,TypedArrayPrototypeByteLength
code-creation,Builtin,3,4927,0x1097ee620,319,TypedArrayPrototypeByteOffset
code-creation,Builtin,3,4932,0x1097ee760,319,TypedArrayPrototypeLength
code-creation,Builtin,3,4938,0x1097ee8a0,12,TypedArrayPrototypeCopyWithin
code-creation,Builtin,3,4944,0x1097ee8c0,12,TypedArrayPrototypeFill
code-creation,Builtin,3,4950,0x1097ee8e0,12,TypedArrayPrototypeIncludes
code-creation,Builtin,3,4955,0x1097ee900,12,TypedArrayPrototypeIndexOf
code-creation,Builtin,3,4961,0x1097ee920,12,TypedArrayPrototypeLastIndexOf
code-creation,Builtin,3,4967,0x1097ee940,12,TypedArrayPrototypeReverse
code-creation,Builtin,3,4973,0x1097ee960,317,TypedArrayPrototypeToStringTag
code-creation,Builtin,3,4979,0x1097eeaa0,12192,TypedArrayPrototypeMap
code-creation,Builtin,3,4984,0x1097f1a60,147,WasmCompileLazy
code-creation,Builtin,3,4989,0x1097f1b00,167,WasmDebugBreak
code-creation,Builtin,3,4995,0x1097f1bc0,161,WasmFloat32ToNumber
code-creation,Builtin,3,5000,0x1097f1c80,185,WasmFloat64ToNumber
code-creation,Builtin,3,5005,0x1097f1d40,165,WasmAllocateArray
code-creation,Builtin,3,5011,0x1097f1e00,12,WasmI32AtomicWait32
code-creation,Builtin,3,5016,0x1097f1e20,12,WasmI64AtomicWait32
code-creation,Builtin,3,5021,0x1097f1e40,5120,WeakMapConstructor
code-creation,Builtin,3,5027,0x1097f3260,220,WeakMapLookupHashIndex
code-creation,Builtin,3,5032,0x1097f3340,231,WeakMapGet
code-creation,Builtin,3,5037,0x1097f3440,207,WeakMapPrototypeHas
code-creation,Builtin,3,5043,0x1097f3520,236,WeakMapPrototypeSet
code-creation,Builtin,3,5048,0x1097f3620,175,WeakMapPrototypeDelete
code-creation,Builtin,3,5053,0x1097f36e0,3464,WeakSetConstructor
code-creation,Builtin,3,5059,0x1097f4480,207,WeakSetPrototypeHas
code-creation,Builtin,3,5064,0x1097f4560,236,WeakSetPrototypeAdd
code-creation,Builtin,3,5070,0x1097f4660,175,WeakSetPrototypeDelete
code-creation,Builtin,3,5075,0x1097f4720,445,WeakCollectionDelete
code-creation,Builtin,3,5081,0x1097f48e0,910,WeakCollectionSet
code-creation,Builtin,3,5093,0x1097f4c80,371,AsyncGeneratorResolve
code-creation,Builtin,3,5099,0x1097f4e00,149,AsyncGeneratorReject
code-creation,Builtin,3,5104,0x1097f4ea0,1272,AsyncGeneratorYield
code-creation,Builtin,3,5109,0x1097f53a0,1332,AsyncGeneratorReturn
code-creation,Builtin,3,5115,0x1097f58e0,396,AsyncGeneratorResumeNext
code-creation,Builtin,3,5120,0x1097f5a80,12,AsyncGeneratorFunctionConstructor
code-creation,Builtin,3,5127,0x1097f5aa0,994,AsyncGeneratorPrototypeNext
code-creation,Builtin,3,5133,0x1097f5ea0,994,AsyncGeneratorPrototypeReturn
code-creation,Builtin,3,5138,0x1097f62a0,994,AsyncGeneratorPrototypeThrow
code-creation,Builtin,3,5144,0x1097f66a0,1252,AsyncGeneratorAwaitCaught
code-creation,Builtin,3,5150,0x1097f6ba0,1252,AsyncGeneratorAwaitUncaught
code-creation,Builtin,3,5156,0x1097f70a0,210,AsyncGeneratorAwaitResolveClosure
code-creation,Builtin,3,5162,0x1097f7180,218,AsyncGeneratorAwaitRejectClosure
code-creation,Builtin,3,5168,0x1097f7260,218,AsyncGeneratorYieldResolveClosure
code-creation,Builtin,3,5174,0x1097f7340,218,AsyncGeneratorReturnClosedResolveClosure
code-creation,Builtin,3,5180,0x1097f7420,206,AsyncGeneratorReturnClosedRejectClosure
code-creation,Builtin,3,5187,0x1097f7500,218,AsyncGeneratorReturnResolveClosure
code-creation,Builtin,3,5193,0x1097f75e0,1540,AsyncFromSyncIteratorPrototypeNext
code-creation,Builtin,3,5199,0x1097f7c00,1660,AsyncFromSyncIteratorPrototypeThrow
code-creation,Builtin,3,5205,0x1097f8280,1704,AsyncFromSyncIteratorPrototypeReturn
code-creation,Builtin,3,5212,0x1097f8940,102,AsyncIteratorValueUnwrap
code-creation,Builtin,3,5217,0x1097f89c0,215,CEntry_Return1_DontSaveFPRegs_ArgvOnStack_NoBuiltinExit
code-creation,Builtin,3,5224,0x1097f8aa0,215,CEntry_Return1_DontSaveFPRegs_ArgvOnStack_BuiltinExit
code-creation,Builtin,3,5232,0x1097f8b80,198,CEntry_Return1_DontSaveFPRegs_ArgvInRegister_NoBuiltinExit
code-creation,Builtin,3,5239,0x1097f8c60,392,CEntry_Return1_SaveFPRegs_ArgvOnStack_NoBuiltinExit
code-creation,Builtin,3,5246,0x1097f8e00,392,CEntry_Return1_SaveFPRegs_ArgvOnStack_BuiltinExit
code-creation,Builtin,3,5253,0x1097f8fa0,215,CEntry_Return2_DontSaveFPRegs_ArgvOnStack_NoBuiltinExit
code-creation,Builtin,3,5260,0x1097f9080,215,CEntry_Return2_DontSaveFPRegs_ArgvOnStack_BuiltinExit
code-creation,Builtin,3,5267,0x1097f9160,198,CEntry_Return2_DontSaveFPRegs_ArgvInRegister_NoBuiltinExit
code-creation,Builtin,3,5275,0x1097f9240,392,CEntry_Return2_SaveFPRegs_ArgvOnStack_NoBuiltinExit
code-creation,Builtin,3,5282,0x1097f93e0,392,CEntry_Return2_SaveFPRegs_ArgvOnStack_BuiltinExit
code-creation,Builtin,3,5288,0x1097f9580,1,DirectCEntry
code-creation,Builtin,3,5293,0x1097f95a0,1200,StringAdd_CheckNone
code-creation,Builtin,3,5299,0x1097f9a60,2735,SubString
code-creation,Builtin,3,5304,0x1097fa520,14,StackCheck
code-creation,Builtin,3,5309,0x1097fa540,82,DoubleToI
code-creation,Builtin,3,5314,0x1097fa5a0,2864,GetProperty
code-creation,Builtin,3,5319,0x1097fb0e0,3082,GetPropertyWithReceiver
code-creation,Builtin,3,5324,0x1097fbd00,16862,SetProperty
code-creation,Builtin,3,5329,0x1097ffee0,14530,SetPropertyInLiteral
code-creation,Builtin,3,5335,0x1098037c0,5,MemCopyUint8Uint8
code-creation,Builtin,3,5340,0x1098037e0,5,MemMove
code-creation,Builtin,3,5345,0x109803800,12,IsTraceCategoryEnabled
code-creation,Builtin,3,5350,0x109803820,12,Trace
code-creation,Builtin,3,5355,0x109803840,12,FinalizationRegistryConstructor
code-creation,Builtin,3,5361,0x109803860,12,FinalizationRegistryRegister
code-creation,Builtin,3,5367,0x109803880,12,FinalizationRegistryUnregister
code-creation,Builtin,3,5373,0x1098038a0,12,WeakRefConstructor
code-creation,Builtin,3,5378,0x1098038c0,12,WeakRefDeref
code-creation,Builtin,3,5383,0x1098038e0,508,AsyncModuleEvaluate
code-creation,Builtin,3,5388,0x109803ae0,12,CallAsyncModuleFulfilled
code-creation,Builtin,3,5394,0x109803b00,12,CallAsyncModuleRejected
code-creation,Builtin,3,5400,0x109803b20,320,AggregateErrorConstructor
code-creation,Builtin,3,5405,0x109803c80,6284,ArrayPrototypeCopyWithin
code-creation,Builtin,3,5411,0x109805520,234,ArrayEveryLoopEagerDeoptContinuation
code-creation,Builtin,3,5424,0x109805620,643,ArrayEveryLoopLazyDeoptContinuation
code-creation,Builtin,3,5430,0x1098058c0,3128,ArrayEveryLoopContinuation
code-creation,Builtin,3,5436,0x109806500,1582,ArrayEvery
code-creation,Builtin,3,5441,0x109806b40,306,ArrayFilterLoopEagerDeoptContinuation
code-creation,Builtin,3,5447,0x109806c80,1030,ArrayFilterLoopLazyDeoptContinuation
code-creation,Builtin,3,5454,0x1098070a0,3482,ArrayFilterLoopContinuation
code-creation,Builtin,3,5474,0x109807e40,4768,ArrayFilter
code-creation,Builtin,3,5487,0x109809100,222,ArrayFindLoopEagerDeoptContinuation
code-creation,Builtin,3,5493,0x1098091e0,53,ArrayFindLoopLazyDeoptContinuation
code-creation,Builtin,3,5500,0x109809220,342,ArrayFindLoopAfterCallbackLazyDeoptContinuation
code-creation,Builtin,3,5506,0x109809380,594,ArrayFindLoopContinuation
code-creation,Builtin,3,5512,0x1098095e0,1566,ArrayPrototypeFind
code-creation,Builtin,3,5518,0x109809c00,222,ArrayFindIndexLoopEagerDeoptContinuation
code-creation,Builtin,3,5524,0x109809ce0,53,ArrayFindIndexLoopLazyDeoptContinuation
code-creation,Builtin,3,5531,0x109809d20,342,ArrayFindIndexLoopAfterCallbackLazyDeoptContinuation
code-creation,Builtin,3,5539,0x109809e80,586,ArrayFindIndexLoopContinuation
code-creation,Builtin,3,5545,0x10980a0e0,1566,ArrayPrototypeFindIndex
code-creation,Builtin,3,5551,0x10980a700,234,ArrayForEachLoopEagerDeoptContinuation
code-creation,Builtin,3,5557,0x10980a800,234,ArrayForEachLoopLazyDeoptContinuation
code-creation,Builtin,3,5564,0x10980a900,2988,ArrayForEachLoopContinuation
code-creation,Builtin,3,5570,0x10980b4c0,1422,ArrayForEach
code-creation,Builtin,3,5575,0x10980ba60,4164,ArrayFrom
code-creation,Builtin,3,5580,0x10980cac0,178,ArrayIsArray
code-creation,Builtin,3,5585,0x10980cb80,474,LoadJoinElement_DictionaryElements_0
code-creation,Builtin,3,5591,0x10980cd60,56,LoadJoinElement_FastSmiOrObjectElements_0
code-creation,Builtin,3,5598,0x10980cda0,165,LoadJoinElement_FastDoubleElements_0
code-creation,Builtin,3,5604,0x10980ce60,426,ConvertToLocaleString
code-creation,Builtin,3,5610,0x10980d020,840,JoinStackPush
code-creation,Builtin,3,5615,0x10980d380,293,JoinStackPop
code-creation,Builtin,3,5620,0x10980d4c0,6508,ArrayPrototypeJoin
code-creation,Builtin,3,5625,0x10980ee40,6240,ArrayPrototypeToLocaleString
code-creation,Builtin,3,5631,0x1098106c0,333,ArrayPrototypeToString
code-creation,Builtin,3,5637,0x109810820,5648,TypedArrayPrototypeJoin
code-creation,Builtin,3,5642,0x109811e40,5428,TypedArrayPrototypeToLocaleString
code-creation,Builtin,3,5648,0x109813380,4052,ArrayPrototypeLastIndexOf
code-creation,Builtin,3,5654,0x109814360,274,ArrayMapLoopEagerDeoptContinuation
code-creation,Builtin,3,5660,0x109814480,584,ArrayMapLoopLazyDeoptContinuation
code-creation,Builtin,3,5666,0x1098146e0,3054,ArrayMapLoopContinuation
code-creation,Builtin,3,5672,0x1098152e0,4327,ArrayMap
code-creation,Builtin,3,5677,0x1098163e0,1038,ArrayOf
code-creation,Builtin,3,5682,0x109816800,463,ArrayReduceRightPreLoopEagerDeoptContinuation
code-creation,Builtin,3,5688,0x1098169e0,222,ArrayReduceRightLoopEagerDeoptContinuation
code-creation,Builtin,3,5695,0x109816ac0,222,ArrayReduceRightLoopLazyDeoptContinuation
code-creation,Builtin,3,5702,0x109816ba0,3006,ArrayReduceRightLoopContinuation
code-creation,Builtin,3,5708,0x109817760,2140,ArrayReduceRight
code-creation,Builtin,3,5713,0x109817fc0,198,ArrayReducePreLoopEagerDeoptContinuation
code-creation,Builtin,3,5719,0x1098180a0,222,ArrayReduceLoopEagerDeoptContinuation
code-creation,Builtin,3,5726,0x109818180,222,ArrayReduceLoopLazyDeoptContinuation
code-creation,Builtin,3,5732,0x109818260,3098,ArrayReduceLoopContinuation
code-creation,Builtin,3,5738,0x109818e80,1700,ArrayReduce
code-creation,Builtin,3,5743,0x109819540,3691,ArrayPrototypeReverse
code-creation,Builtin,3,5748,0x10981a3c0,4429,ArrayPrototypeShift
code-creation,Builtin,3,5754,0x10981b520,5470,ArrayPrototypeSlice
code-creation,Builtin,3,5759,0x10981ca80,234,ArraySomeLoopEagerDeoptContinuation
code-creation,Builtin,3,5765,0x10981cb80,607,ArraySomeLoopLazyDeoptContinuation
code-creation,Builtin,3,5778,0x10981cde0,3116,ArraySomeLoopContinuation
code-creation,Builtin,3,5784,0x10981da20,1566,ArraySome
code-creation,Builtin,3,5789,0x10981e040,16280,ArrayPrototypeSplice
code-creation,Builtin,3,5795,0x109821fe0,3781,ArrayPrototypeUnshift
code-creation,Builtin,3,5800,0x109822ec0,446,ToInteger
code-creation,Builtin,3,5805,0x109823080,3568,FastCreateDataProperty
code-creation,Builtin,3,5810,0x109823e80,720,CheckNumberInRange
code-creation,Builtin,3,5816,0x109824160,649,CheckSameObject
code-creation,Builtin,3,5821,0x109824400,1268,BigIntAddNoThrow
code-creation,Builtin,3,5826,0x109824900,1386,BigIntAdd
code-creation,Builtin,3,5831,0x109824e80,1268,BigIntSubtractNoThrow
code-creation,Builtin,3,5837,0x109825380,1386,BigIntSubtract
code-creation,Builtin,3,5842,0x109825900,306,BigIntUnaryMinus
code-creation,Builtin,3,5847,0x109825a40,1050,BooleanConstructor
code-creation,Builtin,3,5852,0x109825e60,182,BooleanPrototypeToString
code-creation,Builtin,3,5858,0x109825f20,174,BooleanPrototypeValueOf
code-creation,Builtin,3,5864,0x109825fe0,468,ToString
code-creation,Builtin,3,5868,0x1098261c0,174,StringPrototypeToString
code-creation,Builtin,3,5874,0x109826280,174,StringPrototypeValueOf
code-creation,Builtin,3,5880,0x109826340,2844,StringToList
code-creation,Builtin,3,5885,0x109826e60,1197,StringPrototypeCharAt
code-creation,Builtin,3,5890,0x109827320,823,StringPrototypeCharCodeAt
code-creation,Builtin,3,5896,0x109827660,1426,StringPrototypeCodePointAt
code-creation,Builtin,3,5902,0x109827c00,508,StringPrototypeConcat
code-creation,Builtin,3,5907,0x109827e00,1170,StringConstructor
code-creation,Builtin,3,5912,0x1098282a0,570,StringAddConvertLeft
code-creation,Builtin,3,5918,0x1098284e0,590,StringAddConvertRight
code-creation,Builtin,3,5923,0x109828740,916,StringCharAt
code-creation,Builtin,3,5928,0x109828ae0,81,StringToNumber
code-creation,Builtin,3,5933,0x109828b40,235,NonNumberToNumber
code-creation,Builtin,3,5939,0x109828c40,255,NonNumberToNumeric
code-creation,Builtin,3,5944,0x109828d40,57,ToNumeric
code-creation,Builtin,3,5949,0x109828d80,285,NumberToString
code-creation,Builtin,3,5954,0x109828ea0,112,ToBoolean
code-creation,Builtin,3,5959,0x109828f20,820,ToLength
code-creation,Builtin,3,5964,0x109829260,422,ToName
code-creation,Builtin,3,5969,0x109829420,844,ToObject
code-creation,Builtin,3,5973,0x109829780,292,NonPrimitiveToPrimitive_Default
code-creation,Builtin,3,5979,0x1098298c0,292,NonPrimitiveToPrimitive_Number
code-creation,Builtin,3,5985,0x109829a00,292,NonPrimitiveToPrimitive_String
code-creation,Builtin,3,5991,0x109829b40,409,OrdinaryToPrimitive_Number
code-creation,Builtin,3,5997,0x109829ce0,409,OrdinaryToPrimitive_String
code-creation,Builtin,3,6003,0x109829e80,346,FastConsoleAssert
code-creation,Builtin,3,6008,0x109829fe0,194,DataViewPrototypeGetBuffer
code-creation,Builtin,3,6014,0x10982a0c0,383,DataViewPrototypeGetByteLength
code-creation,Builtin,3,6020,0x10982a240,383,DataViewPrototypeGetByteOffset
code-creation,Builtin,3,6026,0x10982a3c0,665,DataViewPrototypeGetUint8
code-creation,Builtin,3,6031,0x10982a660,665,DataViewPrototypeGetInt8
code-creation,Builtin,3,6037,0x10982a900,738,DataViewPrototypeGetUint16
code-creation,Builtin,3,6043,0x10982ac00,734,DataViewPrototypeGetInt16
code-creation,Builtin,3,6048,0x10982aee0,908,DataViewPrototypeGetUint32
code-creation,Builtin,3,6054,0x10982b280,900,DataViewPrototypeGetInt32
code-creation,Builtin,3,6060,0x10982b620,956,DataViewPrototypeGetFloat32
code-creation,Builtin,3,6066,0x10982b9e0,1024,DataViewPrototypeGetFloat64
code-creation,Builtin,3,6071,0x10982be00,1192,DataViewPrototypeGetBigUint64
code-creation,Builtin,3,6077,0x10982c2c0,1220,DataViewPrototypeGetBigInt64
code-creation,Builtin,3,6083,0x10982c7a0,1100,DataViewPrototypeSetUint8
